****************************** PROCRANK MEMORY REPORT FOR PACKAGE: START
### package_name=com.bestv.ott monitor_interval=1
*VSS - Virtual Set Size,    RSS - Resident Set Size,    PSS - Proportional Set Size,    USS - Unique Set Size
*Time   PID       Vss      Rss      Pss      Uss  cmdline
17:00:53   3372   784096K  189116K  169610K  166828K  com.bestv.ott
17:00:56   3372   784096K  189492K  169985K  167204K  com.bestv.ott
17:00:59   3372   767456K  189664K  170157K  167376K  com.bestv.ott
17:01:01   3372   767196K  189800K  170293K  167512K  com.bestv.ott
17:01:04   3372   767196K  189988K  170481K  167700K  com.bestv.ott
17:01:07   3372   828108K  199280K  179738K  176928K  com.bestv.ott
17:01:10   3372   826216K  196800K  177243K  174428K  com.bestv.ott
17:01:12   3372   791732K  195400K  175848K  173032K  com.bestv.ott
17:01:15   3372   826528K  197528K  177901K  175068K  com.bestv.ott
17:01:18   3372   824560K  196596K  176985K  174156K  com.bestv.ott
17:01:20   3372   824880K  196952K  177325K  174492K  com.bestv.ott
17:01:23   3372   824044K  196832K  177242K  174424K  com.bestv.ott
17:01:26   3372   795636K  190244K  170593K  167760K  com.bestv.ott
17:01:29   3372   794040K  189548K  169905K  167104K  com.bestv.ott
17:01:32   3372   792840K  189556K  169854K  167076K  com.bestv.ott
17:01:34   3372   824456K  189576K  169835K  167064K  com.bestv.ott
17:01:37   3372   793548K  189720K  169921K  167128K  com.bestv.ott
17:01:40   3372   805968K  200468K  180627K  177824K  com.bestv.ott
17:01:43   3372   808896K  202036K  182195K  179392K  com.bestv.ott
17:01:46   3372   800028K  191504K  171756K  168976K  com.bestv.ott
17:01:49   3372   800612K  192868K  173147K  170380K  com.bestv.ott
17:01:51   3372   800612K  193312K  173590K  170824K  com.bestv.ott
17:01:54   3372   802852K  194068K  174325K  171548K  com.bestv.ott
17:01:57   3372   800996K  194680K  174886K  172096K  com.bestv.ott
17:02:00   3372   800996K  195068K  175274K  172484K  com.bestv.ott
17:02:03   3372   807368K  195852K  176048K  173256K  com.bestv.ott
17:02:06   3372   808376K  197000K  177196K  174404K  com.bestv.ott
17:02:09   3372   808072K  192756K  172952K  170160K  com.bestv.ott
17:02:12   3372   808140K  193164K  173332K  170532K  com.bestv.ott
17:02:15   3372   808584K  193908K  174076K  171276K  com.bestv.ott
17:02:17   3372   808564K  194404K  174572K  171772K  com.bestv.ott
17:02:20   3372   808676K  194884K  175052K  172252K  com.bestv.ott
17:02:23   3372   809084K  195364K  175633K  172732K  com.bestv.ott
17:02:26   3372   808788K  195424K  175693K  172792K  com.bestv.ott
17:02:29   3372   808788K  195436K  175705K  172804K  com.bestv.ott
17:02:32   3372   808788K  192940K  173209K  170308K  com.bestv.ott
17:02:34   3372   808788K  193216K  173485K  170584K  com.bestv.ott
17:02:37   3372   807288K  192628K  172973K  170104K  com.bestv.ott
17:02:40   3372   800452K  189236K  169594K  166716K  com.bestv.ott
17:02:43   3372   799532K  200200K  180498K  177604K  com.bestv.ott
17:02:46   3372   799460K  207624K  187900K  185000K  com.bestv.ott
17:02:48   3372   796572K  206292K  186666K  183804K  com.bestv.ott
17:02:51   3372   798208K  196440K  176752K  173856K  com.bestv.ott
17:02:54   3372   829624K  196768K  177065K  174180K  com.bestv.ott
17:02:56   3372   829048K  196548K  176876K  174012K  com.bestv.ott
17:02:59   3372   829920K  197436K  177662K  174764K  com.bestv.ott
17:03:02   3372   820068K  192320K  172497K  169600K  com.bestv.ott
17:03:05   3372   800940K  189476K  169653K  166756K  com.bestv.ott
17:03:07   3372   808228K  193868K  174149K  171284K  com.bestv.ott
17:03:10   3372   808004K  194668K  174955K  172088K  com.bestv.ott
17:03:13   3372   841312K  199836K  180048K  177164K  com.bestv.ott
17:03:16   3372   843392K  200700K  180912K  178028K  com.bestv.ott
17:03:19   3372   835616K  194416K  174679K  171808K  com.bestv.ott
17:03:21   3372   835836K  194812K  175070K  172196K  com.bestv.ott
17:03:24   3372   863392K  195116K  175336K  172456K  com.bestv.ott
17:03:27   3372   835324K  195000K  175291K  172424K  com.bestv.ott
17:03:30   3372   836384K  195844K  176047K  173164K  com.bestv.ott
17:03:33   3372   805860K  197384K  177587K  174704K  com.bestv.ott
17:03:35   3372   836416K  197532K  177676K  174792K  com.bestv.ott
17:03:38   3372   836028K  191696K  171855K  168972K  com.bestv.ott
17:03:41   3372   836032K  192084K  172272K  169392K  com.bestv.ott
17:03:44   3372   836132K  192552K  172711K  169828K  com.bestv.ott
17:03:46   3372   808752K  194580K  174717K  171832K  com.bestv.ott
17:03:49   3372   784540K  189152K  169298K  166416K  com.bestv.ott
17:03:52   3372   811360K  198064K  178210K  175328K  com.bestv.ott
17:03:55   3372   818632K  199504K  179739K  176868K  com.bestv.ott
17:03:58   3372   821364K  201168K  181378K  178504K  com.bestv.ott
17:04:00   3372   809652K  189284K  169494K  166620K  com.bestv.ott
17:04:03   3372   812740K  193892K  174102K  171228K  com.bestv.ott
17:04:06   3372   814400K  198412K  178622K  175748K  com.bestv.ott
17:04:09   3372   781108K  190176K  170420K  167552K  com.bestv.ott
17:04:12   3372   799752K  198652K  178852K  175976K  com.bestv.ott
17:04:14   3372   804112K  197064K  177295K  174420K  com.bestv.ott
17:04:17   3372   806472K  205348K  185579K  182704K  com.bestv.ott
17:04:20   3372   810276K  210720K  190951K  188076K  com.bestv.ott
17:04:23   3372   814324K  213068K  193312K  190444K  com.bestv.ott
17:04:26   3372   812372K  205112K  185356K  182488K  com.bestv.ott
17:04:29   3372   813536K  206160K  186404K  183536K  com.bestv.ott
17:04:32   3372   817872K  206304K  186548K  183680K  com.bestv.ott
17:04:35   3372   806532K  195032K  175173K  172292K  com.bestv.ott
17:04:37   3372   840124K  200512K  180676K  177796K  com.bestv.ott
17:04:40   3372   838776K  199996K  180173K  177300K  com.bestv.ott
17:04:43   3372   839224K  200476K  180653K  177780K  com.bestv.ott
17:04:45   3372   838904K  200780K  180957K  178084K  com.bestv.ott
17:04:48   3372   839316K  201132K  181300K  178424K  com.bestv.ott
17:04:51   3372   839028K  201836K  182010K  179136K  com.bestv.ott
17:04:54   3372   811368K  197012K  177175K  174276K  com.bestv.ott
17:04:57   3372   811868K  207144K  187297K  184388K  com.bestv.ott
17:05:00   3372   813932K  199904K  180057K  177148K  com.bestv.ott
17:05:03   3372   809688K  199376K  179541K  176640K  com.bestv.ott
17:05:06   3372   818520K  194140K  174539K  171644K  com.bestv.ott
17:05:10   3372   825096K  200516K  180911K  178012K  com.bestv.ott
17:05:13   3372   827828K  208348K  188751K  185856K  com.bestv.ott
17:05:16   3372   828612K  213248K  193651K  190756K  com.bestv.ott
17:05:18   3372   828612K  207720K  188123K  185228K  com.bestv.ott
17:05:21   3372   801592K  192488K  173707K  171548K  com.bestv.ott
17:05:24   3372   800984K  192168K  173387K  171228K  com.bestv.ott
17:05:27   3372   782324K  186960K  168165K  166000K  com.bestv.ott
17:05:30   3372   809476K  192956K  174161K  171996K  com.bestv.ott
17:05:32   3372   801492K  182420K  163625K  161460K  com.bestv.ott
17:05:36   3372   805176K  186224K  167421K  165256K  com.bestv.ott
17:05:39   3372   808036K  187068K  168279K  166120K  com.bestv.ott
17:05:42   3372   811032K  186208K  167454K  165304K  com.bestv.ott
17:05:44   3372   801040K  177328K  158574K  156424K  com.bestv.ott
17:05:47   3372   807084K  182068K  163332K  161192K  com.bestv.ott
17:05:50   3372   807684K  183920K  165214K  163056K  com.bestv.ott
17:05:53   3372   811852K  187100K  168483K  166328K  com.bestv.ott
17:05:56   3372   811344K  188908K  170360K  168212K  com.bestv.ott
17:05:59   3372   811580K  189084K  170536K  168388K  com.bestv.ott
17:06:02   3372   811740K  189796K  171248K  169100K  com.bestv.ott
17:06:05   3372   812260K  191020K  172472K  170324K  com.bestv.ott
17:06:08   3372   811144K  192604K  174059K  171912K  com.bestv.ott
17:06:11   3372   805728K  194204K  175659K  173512K  com.bestv.ott
17:06:13   3372   792964K  176872K  158327K  156180K  com.bestv.ott
17:06:16   3372   794924K  178232K  159687K  157540K  com.bestv.ott
17:06:19   3372   816564K  182392K  163847K  161700K  com.bestv.ott
17:06:22   3372   791960K  179004K  160459K  158312K  com.bestv.ott
17:06:25   3372   794360K  181292K  162745K  160596K  com.bestv.ott
17:06:27   3372   792640K  179844K  161297K  159148K  com.bestv.ott
17:06:30   3372   794604K  179776K  161229K  159080K  com.bestv.ott
17:06:33   3372   797624K  182028K  163481K  161332K  com.bestv.ott
17:06:35   3372   791536K  177920K  159373K  157224K  com.bestv.ott
17:06:38   3372   793324K  180032K  161484K  159336K  com.bestv.ott
17:06:41   3372   797124K  184152K  165604K  163456K  com.bestv.ott
17:06:44   3372   798944K  186096K  167548K  165400K  com.bestv.ott
17:06:47   3372   799460K  187048K  168500K  166352K  com.bestv.ott
17:06:50   3372   800760K  188360K  169812K  167664K  com.bestv.ott
17:06:52   3372   798748K  186876K  168327K  166180K  com.bestv.ott
17:06:55   3372   800764K  188600K  170051K  167904K  com.bestv.ott
17:06:58   3372   798516K  187624K  169080K  166932K  com.bestv.ott
17:07:01   3372   831840K  188204K  169636K  167464K  com.bestv.ott
17:07:03   3372   830364K  188224K  169656K  167484K  com.bestv.ott
17:07:06   3372   830140K  188488K  169920K  167748K  com.bestv.ott
17:07:09   3372   798188K  188664K  170096K  167924K  com.bestv.ott
17:07:11   3372   798664K  189292K  170724K  168552K  com.bestv.ott
17:07:14   3372   799504K  189636K  170996K  168800K  com.bestv.ott
17:07:17   3372   811024K  195536K  176875K  174668K  com.bestv.ott
17:07:20   3372   811732K  194856K  176194K  173988K  com.bestv.ott
17:07:23   3372   811908K  192556K  173853K  171692K  com.bestv.ott
17:07:27   3372   808520K  192388K  173685K  171524K  com.bestv.ott
17:07:29   3372   799688K  180888K  162153K  159976K  com.bestv.ott
17:07:32   3372   801140K  184720K  165929K  163752K  com.bestv.ott
17:07:35   3372   780240K  186280K  167492K  165316K  com.bestv.ott
17:07:38   3372   802328K  188380K  169532K  167336K  com.bestv.ott
17:07:41   3372   802328K  188388K  169540K  167344K  com.bestv.ott
17:07:43   3372   809832K  188736K  169888K  167692K  com.bestv.ott
17:07:46   3372   800636K  187068K  168190K  165984K  com.bestv.ott
17:07:49   3372   799608K  181916K  163164K  161000K  com.bestv.ott
17:07:52   3372   799536K  182016K  163264K  161100K  com.bestv.ott
17:07:54   3372   799984K  182456K  163668K  161492K  com.bestv.ott
17:07:57   3372   799984K  182580K  163792K  161616K  com.bestv.ott
17:08:00   3372   800148K  182868K  164056K  161872K  com.bestv.ott
17:08:03   3372   809592K  186600K  167819K  165644K  com.bestv.ott
17:08:05   3372   816648K  196728K  177925K  175740K  com.bestv.ott
17:08:08   3372   819736K  199664K  180861K  178676K  com.bestv.ott
17:08:11   3372   789676K  194444K  175637K  173464K  com.bestv.ott
17:08:14   3372   811848K  195692K  176885K  174712K  com.bestv.ott
17:08:17   3372   816344K  196596K  177789K  175616K  com.bestv.ott
17:08:20   3372   805928K  194932K  176132K  173960K  com.bestv.ott
17:08:22   3372   795296K  197244K  178444K  176272K  com.bestv.ott
17:08:25   3372   807100K  198052K  179245K  177072K  com.bestv.ott
17:08:28   3372   807892K  194612K  175941K  173784K  com.bestv.ott
17:08:31   3372   812024K  199572K  180901K  178744K  com.bestv.ott
17:08:34   3372   812800K  194020K  175349K  173192K  com.bestv.ott
17:08:37   3372   822624K  195612K  176965K  174832K  com.bestv.ott
17:08:40   3372   805764K  182784K  164137K  162004K  com.bestv.ott
17:08:43   3372   829028K  182940K  164269K  162112K  com.bestv.ott
17:08:45   3372   836928K  182996K  164325K  162168K  com.bestv.ott
17:08:48   3372   836912K  179188K  160517K  158360K  com.bestv.ott
17:08:51   3372   806988K  189584K  170913K  168756K  com.bestv.ott
17:08:54   3372   840620K  190876K  172144K  169968K  com.bestv.ott
17:08:56   3372   835292K  189316K  170605K  168440K  com.bestv.ott
17:08:59   3372   835100K  189368K  170657K  168492K  com.bestv.ott
17:09:02   3372   835100K  189372K  170661K  168496K  com.bestv.ott
17:09:05   3372   806720K  190612K  171880K  169704K  com.bestv.ott
17:09:07   3372   801148K  194388K  175701K  173528K  com.bestv.ott
17:09:10   3372   810304K  196768K  178081K  175908K  com.bestv.ott
17:09:13   3372   817940K  193748K  175077K  172920K  com.bestv.ott
17:09:16   3372   819644K  198804K  180133K  177976K  com.bestv.ott
17:09:19   3372   821648K  201432K  182761K  180604K  com.bestv.ott
17:09:22   3372   823728K  203356K  184685K  182528K  com.bestv.ott
17:09:25   3372   826848K  215568K  196897K  194740K  com.bestv.ott
17:09:27   3372   829448K  221440K  202769K  200612K  com.bestv.ott
17:09:30   3372   831528K  223724K  205053K  202896K  com.bestv.ott
17:09:33   3372   833868K  226772K  208101K  205944K  com.bestv.ott
17:09:36   3372   835688K  228840K  210169K  208012K  com.bestv.ott
17:09:39   3372   838548K  232796K  214125K  211968K  com.bestv.ott
17:09:42   3372   853772K  225936K  207229K  205056K  com.bestv.ott
17:09:44   3372   863832K  226376K  207647K  205464K  com.bestv.ott
17:09:47   3372   861428K  224048K  205349K  203180K  com.bestv.ott
17:09:50   3372   836580K  235192K  216458K  214272K  com.bestv.ott
17:09:52   3372   836580K  235192K  216458K  214272K  com.bestv.ott
17:09:55   3372   836964K  235280K  216546K  214360K  com.bestv.ott
17:09:58   3372   796580K  220700K  201555K  198952K  com.bestv.ott
17:10:00   3372   795696K  220672K  201535K  198932K  com.bestv.ott
17:10:03   3372   795696K  220672K  201535K  198932K  com.bestv.ott
17:10:06   3372   786336K  220596K  201457K  198852K  com.bestv.ott
17:10:08   3372   786336K  215392K  196253K  193648K  com.bestv.ott
17:10:11   3372   786336K  215392K  196253K  193648K  com.bestv.ott
17:10:14   3372   786336K  202324K  183185K  180580K  com.bestv.ott
17:10:16   3372   784256K  202516K  183377K  180772K  com.bestv.ott
17:10:19   3372   797440K  205912K  186662K  184028K  com.bestv.ott
17:10:22   3372   834816K  219360K  200132K  197504K  com.bestv.ott
17:10:25   3372   833000K  218812K  199626K  197016K  com.bestv.ott
17:10:27   3372   851116K  220028K  200805K  198180K  com.bestv.ott
17:10:30   3372   849684K  219804K  200618K  198008K  com.bestv.ott
17:10:33   3372   850268K  207208K  187984K  185360K  com.bestv.ott
17:10:36   3372   813988K  212096K  192920K  190296K  com.bestv.ott
17:10:38   3372   811996K  211004K  191847K  189232K  com.bestv.ott
17:10:41   3372   810660K  210680K  191499K  188872K  com.bestv.ott
17:10:44   3372   813340K  205552K  186344K  183704K  com.bestv.ott
17:10:46   3372   853952K  218220K  198994K  196368K  com.bestv.ott
17:10:49   3372   849352K  215260K  196031K  193404K  com.bestv.ott
17:10:52   3372   792524K  203180K  183953K  181328K  com.bestv.ott
17:10:54   3372   822100K  221676K  202484K  199872K  com.bestv.ott
17:10:57   3372   854924K  207468K  188236K  185628K  com.bestv.ott
17:11:00   3372   822236K  223084K  203821K  201200K  com.bestv.ott
17:11:03   3372   854612K  229100K  209791K  207172K  com.bestv.ott
17:11:05   3372   854256K  223400K  204120K  201508K  com.bestv.ott
17:11:08   3372   854256K  223560K  204280K  201668K  com.bestv.ott
17:11:11   3372   854576K  223944K  204662K  202048K  com.bestv.ott
17:11:14   3372   822624K  218760K  199451K  196832K  com.bestv.ott
17:11:16   3372   822332K  218600K  199291K  196672K  com.bestv.ott
17:11:19   3372   822300K  212276K  192967K  190348K  com.bestv.ott
17:11:22   3372   830852K  203232K  183923K  181304K  com.bestv.ott
17:11:24   3372   827444K  206616K  187302K  184680K  com.bestv.ott
17:11:27   3372   854596K  205028K  185699K  183084K  com.bestv.ott
17:11:30   3372   854596K  205340K  186011K  183396K  com.bestv.ott
17:11:33   3372   824712K  206808K  187427K  184800K  com.bestv.ott
17:11:36   3372   858800K  201936K  182560K  179944K  com.bestv.ott
17:11:38   3372   826060K  221344K  201968K  199352K  com.bestv.ott
17:11:41   3372   825212K  221408K  202011K  199392K  com.bestv.ott
17:11:44   3372   825212K  216072K  196675K  194056K  com.bestv.ott
17:11:46   3372   824796K  215824K  196427K  193808K  com.bestv.ott
17:11:49   3372   825408K  214552K  195155K  192536K  com.bestv.ott
17:11:52   3372   820536K  218792K  199390K  196772K  com.bestv.ott
17:11:55   3372   838248K  233580K  214245K  211648K  com.bestv.ott
17:11:58   3372   841640K  231956K  212593K  209992K  com.bestv.ott
17:12:01   3372   838844K  231868K  212533K  209936K  com.bestv.ott
17:12:04   3372   841584K  232540K  213419K  210824K  com.bestv.ott
17:12:06   3372   839340K  227972K  208867K  206280K  com.bestv.ott
17:12:09   3372   814364K  184544K  165438K  162852K  com.bestv.ott
17:12:12   3372   811740K  184440K  165332K  162744K  com.bestv.ott
17:12:15   3372   810044K  193664K  174546K  171952K  com.bestv.ott
17:12:18   3372   810404K  193776K  174668K  172080K  com.bestv.ott
17:12:21   3372   811916K  191248K  172140K  169552K  com.bestv.ott
17:12:24   3372   814776K  194604K  175497K  172908K  com.bestv.ott
17:12:26   3372   819124K  198868K  179750K  177156K  com.bestv.ott
17:12:29   3372   819472K  200796K  181688K  179100K  com.bestv.ott
17:12:32   3372   825224K  204996K  185878K  183284K  com.bestv.ott
17:12:35   3372   858768K  205812K  186648K  184052K  com.bestv.ott
17:12:37   3372   842228K  199504K  180340K  177744K  com.bestv.ott
17:12:40   3372   816176K  200376K  181212K  178616K  com.bestv.ott
17:12:43   3372   816012K  200044K  180976K  178396K  com.bestv.ott
17:12:45   3372   816212K  200292K  181218K  178632K  com.bestv.ott
17:12:48   3372   815904K  200212K  181138K  178552K  com.bestv.ott
17:12:51   3372   804152K  186272K  167242K  164708K  com.bestv.ott
17:12:54   3372   806684K  188652K  169617K  167076K  com.bestv.ott
17:12:57   3372   803124K  188980K  169962K  167416K  com.bestv.ott
17:13:00   3372   845328K  200884K  181776K  179160K  com.bestv.ott
17:13:02   3372   842864K  197924K  178839K  176232K  com.bestv.ott
17:13:05   3372   841892K  198116K  179024K  176412K  com.bestv.ott
17:13:08   3372   841056K  198160K  179106K  176524K  com.bestv.ott
17:13:10   3372   841924K  198568K  179492K  176896K  com.bestv.ott
17:13:13   3372   778040K  198992K  179900K  177288K  com.bestv.ott
17:13:16   3372   806768K  205348K  186026K  183184K  com.bestv.ott
17:13:18   3372   806016K  204636K  185314K  182472K  com.bestv.ott
17:13:21   3372   806208K  201264K  181942K  179100K  com.bestv.ott
17:13:24   3372   792528K  191944K  172810K  170156K  com.bestv.ott
17:13:27   3372   808856K  194248K  174926K  172084K  com.bestv.ott
17:13:29   3372   790504K  191696K  172640K  170056K  com.bestv.ott
17:13:32   3372   783152K  194980K  175816K  173132K  com.bestv.ott
17:13:35   3372   810004K  198572K  179272K  176464K  com.bestv.ott
17:13:37   3372   808052K  197876K  178572K  175764K  com.bestv.ott
17:13:40   3372   808052K  197876K  178572K  175764K  com.bestv.ott
17:13:43   3372   782560K  190136K  171024K  168404K  com.bestv.ott
17:13:46   3372   823332K  194076K  174714K  171896K  com.bestv.ott
17:13:48   3372   822852K  194040K  174756K  171976K  com.bestv.ott
17:13:51   3372   807388K  192484K  173262K  170608K  com.bestv.ott
17:13:54   3372   840152K  193336K  174118K  171496K  com.bestv.ott
17:13:57   3372   839828K  193748K  174533K  171912K  com.bestv.ott
17:13:59   3372   839348K  194180K  175466K  173292K  com.bestv.ott
17:14:02   3372   807172K  194908K  176154K  173964K  com.bestv.ott
17:14:05   3372   809600K  197928K  179111K  176900K  com.bestv.ott
17:14:08   3372   808920K  194828K  176074K  173884K  com.bestv.ott
17:14:11   3372   802672K  192944K  174226K  172048K  com.bestv.ott
17:14:14   3372   813052K  205628K  186830K  184624K  com.bestv.ott
17:14:17   3372   802636K  201796K  182992K  180784K  com.bestv.ott
17:14:19   3372   809144K  198448K  179608K  177388K  com.bestv.ott
17:14:22   3372   810392K  198832K  179992K  177772K  com.bestv.ott
17:14:25   3372   835116K  196464K  177608K  175404K  com.bestv.ott
17:14:28   3372   808864K  189308K  170486K  168292K  com.bestv.ott
17:14:31   3372   803816K  189212K  170390K  168196K  com.bestv.ott
17:14:33   3372   801688K  189404K  170543K  168340K  com.bestv.ott
17:14:36   3372   798076K  188820K  170030K  167844K  com.bestv.ott
17:14:39   3372   798076K  189232K  170442K  168256K  com.bestv.ott
17:14:41   3372   800232K  193592K  174685K  172468K  com.bestv.ott
17:14:44   3372   832448K  193304K  174392K  172192K  com.bestv.ott
17:14:47   3372   829672K  192928K  174129K  171952K  com.bestv.ott
17:14:49   3372   829672K  193436K  174638K  172460K  com.bestv.ott
17:14:52   3372   805188K  196576K  177624K  175416K  com.bestv.ott
17:14:55   3372   802380K  193140K  174235K  172036K  com.bestv.ott
17:14:57   3372   802380K  193140K  174235K  172036K  com.bestv.ott
17:15:00   3372   790140K  194660K  175861K  173684K  com.bestv.ott
17:15:03   3372   784292K  193664K  174727K  172520K  com.bestv.ott
17:15:06   3372   809048K  204056K  185045K  182836K  com.bestv.ott
17:15:09   3372   823008K  205864K  186853K  184644K  com.bestv.ott
17:15:12   3372   806664K  194084K  175177K  172988K  com.bestv.ott
17:15:15   3372   804736K  197220K  178313K  176124K  com.bestv.ott
17:15:18   3372   797500K  196352K  177445K  175256K  com.bestv.ott
17:15:20   3372   800972K  198856K  179931K  177736K  com.bestv.ott
17:15:23   3372   769616K  194268K  175423K  173244K  com.bestv.ott
17:15:26   3372   800072K  203360K  184404K  182204K  com.bestv.ott
17:15:29   3372   786308K  195712K  176846K  174664K  com.bestv.ott
17:15:32   3372   800836K  196196K  177351K  175172K  com.bestv.ott
17:15:34   3372   802968K  199048K  180258K  178088K  com.bestv.ott
17:15:37   3372   833860K  203576K  184739K  182568K  com.bestv.ott
17:15:40   3372   832732K  204456K  185619K  183448K  com.bestv.ott
17:15:43   3372   801508K  199592K  176645K  174472K  com.bestv.ott
17:15:46   3372   802404K  195624K  176787K  174616K  com.bestv.ott
17:15:48   3372   802408K  190124K  171287K  169116K  com.bestv.ott
17:15:51   3372   802312K  190300K  171463K  169292K  com.bestv.ott
17:15:54   3372   802312K  191020K  172183K  170012K  com.bestv.ott
17:15:57   3372   837672K  207544K  188885K  186716K  com.bestv.ott
17:16:00   3372   833516K  205524K  186873K  184708K  com.bestv.ott
17:16:02   3372   833516K  201900K  183249K  181084K  com.bestv.ott
17:16:05   3372   833996K  203396K  184745K  182580K  com.bestv.ott
17:16:08   3372   777320K  201016K  182357K  180188K  com.bestv.ott
17:16:11   3372   825316K  207412K  188754K  186584K  com.bestv.ott
17:16:14   3372   830888K  209132K  190481K  188316K  com.bestv.ott
17:16:16   3372   831880K  208908K  190257K  188092K  com.bestv.ott
17:16:19   3372   832648K  205576K  186925K  184760K  com.bestv.ott
17:16:22   3372   836936K  209060K  190409K  188244K  com.bestv.ott
17:16:25   3372   852816K  199824K  181105K  178932K  com.bestv.ott
****************************** PROCRANK MEMORY REPORT: END
